prompt,completion,split
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How did the financial crisis affect Korea's social convictions?
<|im_start|>Answer
","The financial crisis worked as a catalyst to change conformity into curiosity and made society ready to raise many questions, particularly against the massive wealth concentration under a few chaebol hands.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the full form of MOTIE in Korea?
<|im_start|>Answer
","Ministry of Trade, Industry, and Energy<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the source for the World Development Indicators?
<|im_start|>Answer
",World Bank.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who authored the paper ""South Korea's experience with international capital flows""?
<|im_start|>Answer
","Noland, M.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What does EOI mean in the context of economic development?
<|im_start|>Answer
",EOI stands for export-oriented industrialization.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What were some of the challenges faced in Korea's pursuit of economic development?
<|im_start|>Answer
",Rigorous and detailed scrutiny was compromised in the process of economic development to achieve pre-targeted results. The undue reliance on informal connections to achieve consensus in conducting business effectively bypassed the rule-based formal system. Complexity embedded in the informality worked as an instrument to promote domestic business interests and discouraged foreign firms from conducting business in Korea.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are customs duties on imports exempt from the value-added tax?
<|im_start|>Answer
","Yes, customs duties on imports are exempt from the value-added tax.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How does the story explore the theme?
<|im_start|>Answer
",The story explores the theme by presenting the character's transformation from a hunter who disrupts the natural balance to a protector of the forest and its creatures.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the listing requirements for foreign companies in the Korean stock market?
<|im_start|>Answer
","Foreign companies listed in the Korean stock market must satisfy both quantitative and qualitative requirements. Quantitative requirements involve the size of the company, distribution requirement, financial condition, and soundness of the company. Qualitative requirements cover concerns, management transparency, and other requirements to protect investors.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Who typeset the book?
<|im_start|>Answer
","Apex CoVantage, LLC<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the location of PwC's office in Munich, Germany?
<|im_start|>Answer
",PwC Germany<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is Korea's stance on multiculturalism and services for foreign families?
<|im_start|>Answer
",Proactively supports multiculturalism and provides a variety of services for the convenience of foreign families.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can a liaison office in Korea borrow money from its overseas parent/head office?
<|im_start|>Answer
","No, a liaison office in Korea cannot borrow money from its overseas parent/head office.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the location of PwC's office in Houston, USA?
<|im_start|>Answer
",PwC US<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the requirements for a foreign investor acquiring existing shares from a Korean company?
<|im_start|>Answer
",The foreign investor must file a report with the Reporting Agency within 30 days after the date of acquisition.<|im_end|>,train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the timeframe for institutional investors to report their acquisition of shares in a listed company?
<|im_start|>Answer
","Institutional investors, including banks, securities companies, and other financial institutions, must report their acquisition of shares in a listed company by the tenth day of the following month. However, if the acquisition purpose is to exercise influence on the management of a company, they are subject to the five-day deadline.<|im_end|>",train
"<|im_start|>system
You are an bunisee law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How has Korea's economy changed since it joined the trillion dollar club of foreign trade in 2011?
<|im_start|>Answer
","Since joining the trillion dollar club of foreign trade in 2011, subsidiary business swaps and capital structure improvement plans have been well-implemented.<|im_end|>",train
