prompt,completion,split
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the business office tax in Japan?
<|im_start|>Answer
","The business office tax in Japan is levied on companies in major cities such as Tokyo and Osaka having facilities exceeding 1,000 square meters in floor space and/or having more than 100 employees. The tax rates are 600 yen per square meter of floor space and 0.25% of the total amount of employee salaries.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the criteria for a design to be eligible for protection in Japan?
<|im_start|>Answer
","A design must have visual appeal to the aesthetic sense and be industrially usable, meaning it can be recreated using an industrial process and mass-produced.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What are the periods of stay for temporary visitor status?
<|im_start|>Answer
","The periods of stay of temporary visitor status are 90 days, 30 days, and designated numbers of days up to 15 days.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Can market research and other activities in preparation for investing in and commencing a business in Japan fall under temporary visitor status?
<|im_start|>Answer
","Yes, market research and other activities in preparation for investing in and commencing a business in Japan are normally considered to fall under temporary visitor status.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the ratio of lump-sum retirement allowances and retirement pensions to the total cash wages?
<|im_start|>Answer
",The ratio of lump-sum retirement allowances and retirement pensions to the total cash wages was 9.8%.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the process for registering a company in Japan?
<|im_start|>Answer
","The process for registering a company in Japan includes obtaining the necessary documents, such as the articles of incorporation and a certificate on registered company information and company seal impression certificate, and then submitting these documents to the legal affairs bureau or notary public. After registration, notifications are required to be made to the relevant government agencies.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 How can a mid- to long-term foreign resident submit notifications online using the ""Immigration Bureau's Electronic Notification System""?
<|im_start|>Answer
","A mid- to long-term foreign resident can submit notifications online using the ""Immigration Bureau's Electronic Notification System"" by accessing the system at the provided URLs:<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the legal status of labor and social security attorneys in performing their services?
<|im_start|>Answer
",They have special nationally administered qualifications and are regulated by law.<|im_end|>,train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 What is the taxable scope for inheritance and gift tax in Japan if a person has an address in Japan at the time of inheritance/gift?
<|im_start|>Answer
","If a person has an address in Japan at the time of inheritance/gift, the person who received the properties is an inheritance and gift taxpayer. In this case, regardless of the nationality of the person who received the properties and the address of the person who gave the properties, all of the properties acquired are taxable.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 When was the ""Laws & Regulations on Setting Up Business in Japan"" booklet first published?
<|im_start|>Answer
","The ""Laws & Regulations on Setting Up Business in Japan"" booklet was first published in October 2004.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Are there any exceptions for residents who do not need to file a return?
<|im_start|>Answer
","Persons whose total income does not exceed total deductions and persons who receive salary income subject to withholding tax at source (year-end adjustment) from only one payer not exceeding 20 million yen in that year and who have no other income exceeding 200,000 yen do not, as a rule, need to file a return.<|im_end|>",train
"<|im_start|>system
You are a law expert. Based on the given question, generate a single line answer concisely.  <|im_end|>
<|im_start|>Question
 Is there a requirement for a representative director in large Kabushiki-Kaisha?
<|im_start|>Answer
",Appointment of 3 or more representative directors with the right to execute business is required for large Kabushiki-Kaisha.<|im_end|>,train
